OBJECTID,FEATURETYPE,DESCRIPTION,CLASS,FID,NAME,OPERATIONALSTATUS,CAPACITYKV,STATE,SPATIALCONFIDENCE,REVISED,COMMENT,SHAPE_Length
993,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,999,Port Lincoln Power Station to Port Lincoln Terminal,Operational,132,South Australia,1,20120710,,0.000524659
994,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1000,Port Lincoln Terminal to Sleaford,Operational,132,South Australia,2,20120710,,0.302621327
995,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1001,Cathedral Rocks Wind Farm to Sleaford,Operational,132,South Australia,1,20120710,,0.009279009
996,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1002,Woomera to Pimba,Operational,132,South Australia,5,20120710,,0.118434892
997,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1003,Pimba to Mount Gunson Tee,Operational,132,South Australia,4,20120710,,0.345432807
998,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1004,Pimba to Olympic Dam North,Operational,132,South Australia,3,20120710,,0.850181754
999,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1005,Snowtown to Snowtown Tee,Operational,132,South Australia,3,20120710,,0.022188248
1000,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1006,Snowtown Wind Farm to Snowtown,Operational,66,South Australia,1,20120710,,0.010248522
1001,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1007,Bungama to Snowtown Tee,Operational,132,South Australia,5,20120710,,0.523655901
1002,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1008,Dalrymple to Ardrossan West,Operational,132,South Australia,5,20120710,,0.621833389
1003,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1009,Wattle Point Wind Farm to Wattle Point Substation,Operational,66,South Australia,1,20120710,,0.015446628
1004,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1010,Snowtown Gas-Fired Generator to Snowtown,Operational,66,South Australia,5,20120710,,0.000468427
1005,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,1011,Northern Power Station to Davenport,Operational,275,South Australia,5,20120710,,0.03016577
